Date,Price,Qty,TotalAmount,StoreName,GroupStore,Type,Latitude,Longitude,Product Name,Age,Gender,Marital Status,Income,Day,Month,Year
2022-01-03,18000,3,54000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cashew,43,0,Married,"9,58",3,1,2022
2022-01-03,3200,3,9600,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy ,34,0,Married,"10,01",3,1,2022
2022-01-03,7500,4,30000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers,45,1,Married,"12,55",3,1,2022
2022-01-03,10000,2,20000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt,53,1,Married,"13,65",3,1,2022
2022-01-03,18000,3,54000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cashew,29,0,Married,"3,31",3,1,2022
2022-01-03,12000,2,24000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Potato Chip,38,1,Married,"8,64",3,1,2022
2022-01-03,7500,3,22500,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,31,0,Married,"4,57",3,1,2022
2022-01-03,15000,3,45000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,52,0,Married,"12,72",3,1,2022
2022-01-03,3200,5,16000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy ,24,0,Single,"6,79",3,1,2022
2022-01-03,9400,3,28200,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy,28,0,Married,"4,53",3,1,2022
2022-01-03,16000,3,48000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat,53,0,Married,"9,25",3,1,2022
2022-01-03,9400,5,47000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy,28,0,Married,"4,53",3,1,2022
2022-01-04,18000,4,72000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cashew,61,1,Married,"7,64",4,1,2022
2022-01-04,15000,1,15000,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick,28,1,Married,"2,96",4,1,2022
2022-01-04,4200,4,16800,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea,57,1,Married,"12,56",4,1,2022
2022-01-04,3200,4,12800,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,31,1,Married,"4,33",4,1,2022
2022-01-04,15000,2,30000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick,38,0,Married,"3,34",4,1,2022
2022-01-04,10000,2,20000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt,41,1,Married,"10,34",4,1,2022
2022-01-04,18000,4,72000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cashew,45,1,Married,"18,34",4,1,2022
2022-01-04,4200,2,8400,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,45,1,Married,"12,55",4,1,2022
2022-01-04,12000,1,12000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip,59,1,Single,"5,15",4,1,2022
2022-01-04,15000,2,30000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,34,0,Single,"8,55",4,1,2022
2022-01-04,10000,1,10000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Yoghurt,48,1,Married,"11,97",4,1,2022
2022-01-04,4200,3,12600,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea,44,0,Single,"2,52",4,1,2022
2022-01-04,7500,1,7500,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,45,1,Married,"12,55",4,1,2022
2022-01-04,16000,1,16000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat,32,1,Married,"10,4",4,1,2022
2022-01-04,4200,2,8400,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,30,0,Married,"4,06",4,1,2022
2022-01-04,4200,5,21000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,51,1,Married,"13,62",4,1,2022
2022-01-04,3200,5,16000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy ,40,0,Married,"3,47",4,1,2022
2022-01-04,16000,1,16000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,19,1,Single,0,4,1,2022
2022-01-05,4200,3,12600,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,34,0,Single,"9,91",5,1,2022
2022-01-05,16000,1,16000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,44,1,Married,"14,57",5,1,2022
2022-01-05,10000,1,10000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Yoghurt,28,1,Married,"2,91",5,1,2022
2022-01-05,4200,4,16800,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,41,1,Married,"12,13",5,1,2022
2022-01-05,9400,2,18800,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy,27,1,Married,"3,43",5,1,2022
2022-01-05,10000,5,50000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt,31,0,Married,"4,57",5,1,2022
2022-01-05,12000,1,12000,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip,34,0,Single,"8,55",5,1,2022
2022-01-05,16000,2,32000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,31,1,Married,"9,76",5,1,2022
2022-01-05,8800,4,35200,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Choco Bar,34,0,Married,"4,36",5,1,2022
2022-01-05,10000,7,70000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt,34,0,Single,"9,91",5,1,2022
2022-01-06,3200,5,16000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,19,0,Single,0,6,1,2022
2022-01-06,3200,5,16000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy ,55,0,Married,"11,38",6,1,2022
2022-01-06,12000,4,48000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip,54,0,Married,"18,12",6,1,2022
2022-01-06,3200,3,9600,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy ,37,1,Single,"2,26",6,1,2022
2022-01-06,3200,3,9600,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy ,49,0,Married,"16,52",6,1,2022
2022-01-06,7500,4,30000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,54,1,Married,"18,32",6,1,2022
2022-01-06,18000,3,54000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cashew,18,0,Single,0,6,1,2022
2022-01-06,15000,4,60000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,36,1,Single,"5,43",6,1,2022
2022-01-06,12000,4,48000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip,46,0,Married,"12,42",6,1,2022
2022-01-06,4200,4,16800,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea,41,0,Single,"10,9",6,1,2022
2022-01-06,7500,2,15000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,51,1,Married,"15,77",6,1,2022
2022-01-06,4200,4,16800,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea,43,0,Married,"18,91",6,1,2022
2022-01-06,3200,6,19200,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy ,39,0,Married,"6,44",6,1,2022
2022-01-06,4200,4,16800,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea,41,0,Married,"20,02",6,1,2022
2022-01-06,3200,6,19200,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,72,1,Married,"4,72",6,1,2022
2022-01-06,9400,3,28200,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy,54,0,Married,"18,12",6,1,2022
2022-01-06,4200,4,16800,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea,22,1,Single,"3,33",6,1,2022
2022-01-06,4200,3,12600,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea,21,1,Single,"1,12",6,1,2022
2022-01-07,4200,3,12600,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea,53,0,Married,"16,64",7,1,2022
2022-01-07,8800,7,61600,Buana Indah,Buana,General Trade,"3,316694","114,590111",Choco Bar,59,1,Single,"5,15",7,1,2022
2022-01-07,10000,3,30000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt,40,1,Married,"4,32",7,1,2022
2022-01-07,10000,4,40000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Yoghurt,30,1,Married,"4,42",7,1,2022
2022-01-07,3200,6,19200,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy ,61,1,Married,"7,64",7,1,2022
2022-01-07,3200,6,19200,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy ,43,1,Married,"5,69",7,1,2022
2022-01-07,3200,3,9600,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy ,3,1,Single,"5,09",7,1,2022
2022-01-07,16000,3,48000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat,52,1,Single,"33,77",7,1,2022
2022-01-07,16000,2,32000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat,53,0,Married,"16,64",7,1,2022
2022-01-08,15000,1,15000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,44,0,Married,"3,87",8,1,2022
2022-01-08,9400,2,18800,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy,44,0,Single,"2,52",8,1,2022
2022-01-08,9400,4,37600,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy,50,0,Married,"18,62",8,1,2022
2022-01-08,7500,3,22500,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers,29,1,Single,"4,74",8,1,2022
2022-01-08,12000,5,60000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip,22,1,Single,"3,33",8,1,2022
2022-01-08,9400,5,47000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy,33,0,Married,"9,92",8,1,2022
2022-01-08,12000,1,12000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip,47,1,Married,"5,63",8,1,2022
2022-01-08,4200,3,12600,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea,18,1,Single,0,8,1,2022
2022-01-08,4200,3,12600,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea,2,1,Single,"4,94",8,1,2022
2022-01-08,16000,2,32000,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat,29,0,Married,"3,54",8,1,2022
2022-01-08,12000,3,36000,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip,59,1,Married,"7,89",8,1,2022
2022-01-08,16000,2,32000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat,44,0,Married,"18,57",8,1,2022
2022-01-08,7500,5,37500,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers,34,1,Married,"8,44",8,1,2022
2022-01-08,8800,5,44000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar,26,0,Single,"2,84",8,1,2022
2022-01-08,7500,3,22500,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers,49,0,Married,"11,46",8,1,2022
2022-01-09,8800,5,44000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar,31,0,Married,"5,22",9,1,2022
2022-01-09,3200,7,22400,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy ,54,0,Married,"9,57",9,1,2022
2022-01-09,15000,1,15000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick,36,0,Married,"7,55",9,1,2022
2022-01-09,16000,1,16000,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Oat,53,1,Married,"16,94",9,1,2022
2022-01-09,4200,3,12600,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea,41,0,Married,"3,28",9,1,2022
2022-01-09,3200,4,12800,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy ,34,1,Married,"6,36",9,1,2022
2022-01-09,12000,4,48000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip,51,1,Married,"13,62",9,1,2022
2022-01-09,8800,8,70400,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar,24,1,Single,"0,57",9,1,2022
2022-01-09,16000,1,16000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat,39,1,Married,"6,3",9,1,2022
2022-01-09,16000,2,32000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat,41,0,Single,"10,9",9,1,2022
2022-01-09,4200,3,12600,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea,44,0,Married,"18,57",9,1,2022
2022-01-09,4200,2,8400,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea,43,0,Married,"9,58",9,1,2022
2022-01-09,10000,1,10000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt,41,1,Married,"15,84",9,1,2022
2022-01-09,4200,5,21000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea,24,1,Single,"0,57",9,1,2022
2022-01-10,12000,5,60000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip,23,0,Single,"2,03",10,1,2022
2022-01-10,8800,6,52800,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar,35,0,Married,"3,14",10,1,2022
2022-01-10,9400,3,28200,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy,26,1,Single,"0,14",10,1,2022
2022-01-10,8800,7,61600,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar,57,0,Married,"7,81",10,1,2022
2022-01-10,12000,5,60000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip,45,0,Married,"8,03",10,1,2022
2022-01-10,7500,4,30000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers,33,1,Married,"9,94",10,1,2022
2022-01-10,16000,1,16000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Oat,57,1,Married,"12,56",10,1,2022
2022-01-10,9400,2,18800,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy,25,0,Single,"6,87",10,1,2022
2022-01-10,8800,7,61600,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar,44,1,Married,"13,48",10,1,2022
2022-01-10,15000,2,30000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick,19,1,Single,0,10,1,2022
2022-01-10,16000,3,48000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat,62,1,Single,"5,35",10,1,2022
2022-01-10,3200,3,9600,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy ,40,1,Single,"21,81",10,1,2022
2022-01-10,3200,6,19200,Buana Indah,Buana,General Trade,"3,316694","114,590111",Ginger Candy ,47,0,Married,"13,34",10,1,2022
2022-01-10,7500,1,7500,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers,48,1,Married,"7,92",10,1,2022
2022-01-10,15000,1,15000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick,45,1,Married,"7,83",10,1,2022
2022-01-10,10000,1,10000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt,42,1,Married,"14,88",10,1,2022
2022-01-10,3200,3,9600,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,32,0,Married,"10,17",10,1,2022
2022-01-11,7500,3,22500,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,37,1,Married,"5,49",11,1,2022
2022-01-11,3200,6,19200,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy ,27,0,Married,"4,88",11,1,2022
2022-01-11,15000,5,75000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick,56,0,Married,"7,09",11,1,2022
2022-01-11,3200,6,19200,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy ,34,0,Married,"3,17",11,1,2022
2022-01-11,18000,1,18000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cashew,50,0,Married,"7,19",11,1,2022
2022-01-11,3200,6,19200,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy ,19,1,Single,0,11,1,2022
2022-01-11,12000,5,60000,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip,26,0,Single,"1,81",11,1,2022
2022-01-11,9400,6,56400,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy,31,1,Married,"9,76",11,1,2022
2022-01-11,16000,1,16000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat,22,0,Single,0,11,1,2022
2022-01-11,4200,4,16800,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea,62,0,Married,"7,32",11,1,2022
2022-01-11,10000,6,60000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt,22,0,Single,"2,19",11,1,2022
2022-01-11,9400,5,47000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy,34,0,Married,"4,78",11,1,2022
2022-01-11,7500,1,7500,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,42,0,Married,"10,38",11,1,2022
2022-01-11,16000,2,32000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Oat,52,0,Married,"11,8",11,1,2022
2022-01-11,7500,3,22500,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers,54,0,Married,"18,77",11,1,2022
2022-01-11,4200,4,16800,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea,37,0,Single,"14,59",11,1,2022
2022-01-11,4200,5,21000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea,21,1,Single,"3,64",11,1,2022
2022-01-11,7500,6,45000,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers,24,1,Single,"5,72",11,1,2022
2022-01-12,15000,2,30000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick,26,1,Single,"3,69",12,1,2022
2022-01-12,7500,1,7500,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,36,0,Single,"3,7",12,1,2022
2022-01-12,3200,4,12800,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy ,41,0,Married,"3,28",12,1,2022
2022-01-12,10000,6,60000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Yoghurt,57,0,Married,"6,87",12,1,2022
2022-01-12,15000,2,30000,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick,37,0,Married,"3,73",12,1,2022
2022-01-12,12000,5,60000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Potato Chip,48,1,Married,"13,55",12,1,2022
2022-01-12,15000,1,15000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,31,0,Married,"8,36",12,1,2022
2022-01-12,16000,1,16000,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat,31,1,Married,"4,44",12,1,2022
2022-01-12,8800,8,70400,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar,60,0,Married,"8,97",12,1,2022
2022-01-12,16000,3,48000,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat,55,0,Married,"6,08",12,1,2022
2022-01-12,10000,2,20000,Buana,Buana,General Trade,"-1,26916","116,825264",Yoghurt,28,1,Married,"2,91",12,1,2022
2022-01-13,18000,1,18000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew,31,1,Married,"4,44",13,1,2022
2022-01-13,9400,2,18800,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy,44,0,Married,"3,87",13,1,2022
2022-01-13,18000,3,54000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew,54,0,Married,"16,88",13,1,2022
2022-01-13,8800,3,26400,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar,60,0,Married,"6,19",13,1,2022
2022-01-13,9400,6,56400,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy,61,1,Married,"3,96",13,1,2022
2022-01-13,12000,2,24000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Potato Chip,41,0,Married,"15,33",13,1,2022
2022-01-13,8800,3,26400,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar,42,1,Married,"14,88",13,1,2022
2022-01-13,4200,4,16800,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea,45,0,Married,"6,36",13,1,2022
2022-01-13,15000,1,15000,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick,48,1,Single,"6,01",13,1,2022
2022-01-13,18000,3,54000,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew,36,1,Married,"10,59",13,1,2022
2022-01-14,12000,1,12000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip,19,0,Single,"2,16",14,1,2022
2022-01-14,10000,6,60000,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Yoghurt,34,0,Married,"4,78",14,1,2022
2022-01-14,7500,2,15000,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers,51,1,Married,"16,59",14,1,2022
2022-01-14,15000,4,60000,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick,22,0,Single,0,14,1,2022
2022-01-14,9400,5,47000,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy,33,0,Married,"10,9",14,1,2022
2022-01-14,4200,5,21000,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea,25,0,Single,"7,12",14,1,2022
2022-01-14,9400,3,28200,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy,68,0,Married,"8,3",14,1,2022
2022-01-14,4200,3,12600,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea,45,0,Married,"10,34",14,1,2022
